Study_Hours,Attendance,Assignments_Completed,Internal_Marks,Result
1.76,90.52,0,25.11,0
6.46,56.75,3,48.45,1
8.93,73.43,2,23.03,1
8.95,96.93,4,49.34,1
6.93,59.29,4,18.22,1
2.9,98.9,4,14.11,1
8.77,99.71,3,22.5,1
8.97,77.78,7,45.42,1
2.77,58.51,2,30.87,0
7.64,65.81,3,15.43,1
3.58,71.22,0,18.1,0
8.22,65.47,6,22.45,1
9.98,64.03,0,33.61,1
1.27,98.61,1,23.3,0
9.08,57.67,6,39.88,1
6.6,86.67,0,34.65,1
9.76,50.02,2,44.95,1
5.19,79.81,5,30.04,1
8.63,95.8,5,23.25,1
1.56,64.4,5,49.85,0
4.02,59.28,1,24.23,0
1.6,82.58,1,27.14,0
9.78,85.63,5,42.37,1
8.35,84.4,9,13.55,1
8.67,65.97,4,25.46,1
9.44,62.61,6,13.43,1
1.77,97.8,6,15.57,0
4.47,96.16,4,10.19,1
1.64,72.87,7,10.38,0
2.9,92.31,9,25.21,1
3.06,72.62,5,42.37,0
5.22,71.22,4,33.48,1
3.42,57.84,3,35.4,0
1.91,71.32,6,30.77,0
2.51,76.87,3,42.79,0
2.33,51.13,4,45.22,0
9.76,72.21,4,43.99,1
7.83,89.07,0,42.49,1
9.71,84.0,0,17.31,1
4.96,81.76,2,33.76,1
3.51,95.48,2,33.29,0
8.18,50.9,1,31.12,1
3.94,77.85,1,29.23,0
3.69,89.37,5,13.57,1
3.09,77.07,0,14.09,0
2.17,66.19,5,46.09,0
3.31,56.81,4,35.21,0
4.2,94.38,5,20.49,1
7.07,73.54,4,21.17,1
1.56,93.91,6,34.41,0
2.89,79.29,0,26.28,0
8.28,83.71,2,27.65,1
2.32,90.21,5,12.43,0
4.08,82.96,0,15.55,0
8.78,69.9,6,25.73,1
2.39,75.68,3,37.99,0
1.74,90.15,2,11.92,0
5.36,68.68,9,23.38,1
3.72,69.41,8,37.8,1
6.07,54.78,0,41.68,0
8.23,95.73,7,17.61,1
2.23,54.55,0,39.26,0
6.23,82.41,4,48.22,1
5.55,70.66,9,46.27,1
2.3,70.28,7,41.58,0
6.62,83.98,5,38.49,1
3.46,53.35,6,19.41,0
5.39,79.69,7,35.36,1
1.74,88.6,5,35.73,0
5.14,91.41,5,26.27,1
3.76,58.53,5,29.72,0
8.4,94.87,4,37.76,1
1.51,82.81,7,48.08,0
4.77,94.09,1,21.81,1
5.13,74.26,6,19.85,1
7.53,77.1,3,34.07,1
6.17,95.95,0,15.23,1
7.0,95.0,4,33.3,1
7.99,72.41,2,13.55,1
8.76,63.72,3,29.62,1
3.82,69.66,6,34.82,1
5.84,69.39,4,12.8,1
8.56,64.34,3,18.28,1
9.91,63.43,0,23.41,1
9.01,93.05,5,24.74,1
4.34,53.49,9,37.04,1
2.76,83.88,5,31.16,0
5.4,58.64,6,25.28,1
7.67,67.23,0,28.03,1
5.43,53.08,3,10.52,0
5.35,63.5,8,40.82,1
8.54,88.42,9,11.64,1
4.25,94.25,5,43.17,1
8.74,61.08,1,31.64,1
4.66,73.18,3,31.11,0
3.95,73.52,5,38.18,1
5.09,93.68,3,44.38,1
7.86,88.14,9,47.71,1
2.13,75.65,6,31.73,0
2.77,83.54,2,16.03,0
9.56,92.37,5,45.15,1
2.58,50.48,3,11.63,0
6.11,70.14,2,42.29,1
6.21,95.36,2,37.22,1
5.41,87.02,1,46.19,1
6.8,77.14,2,45.9,1
3.07,76.48,9,12.13,1
5.97,67.39,0,34.38,0
4.35,76.03,2,14.99,0
6.96,82.77,8,13.14,1
2.27,70.92,3,27.93,0
6.14,85.71,2,13.9,1
2.67,93.06,7,39.12,1
3.51,57.73,0,48.76,0
2.97,72.58,4,32.78,0
2.65,70.4,0,19.41,0
8.43,84.37,6,43.73,1
3.57,62.49,4,44.12,0
9.34,82.01,1,39.31,1
9.73,93.87,0,34.61,1
6.14,70.91,6,44.71,1
2.29,95.55,0,16.53,0
4.37,99.66,2,47.26,1
8.18,55.3,5,47.89,1
4.31,61.65,5,44.88,1
1.78,97.52,6,20.03,1
6.01,97.92,0,44.33,1
8.61,54.89,6,29.91,1
8.16,50.75,1,33.8,1
2.58,58.06,5,43.62,0
7.05,99.8,7,11.18,1
2.98,59.0,4,24.52,0
2.96,75.13,9,42.63,1
8.87,92.42,2,42.56,1
3.25,51.02,7,43.95,0
3.37,80.22,7,16.77,1
1.01,63.85,3,38.24,0
8.84,93.12,7,15.86,1
8.13,64.17,4,41.4,1
6.65,84.34,4,19.81,1
7.75,83.71,2,39.51,1
2.37,61.07,6,28.2,0
5.12,51.74,8,49.45,1
4.16,70.46,8,33.2,1
1.84,64.46,0,35.3,0
5.38,90.45,0,24.73,1
9.29,90.02,9,39.38,1
1.36,72.85,4,29.8,0
3.62,80.33,0,10.72,0
2.87,80.21,3,34.34,0
3.14,91.36,0,43.22,0
9.18,71.25,1,19.47,1
5.21,63.77,1,18.84,0
5.2,63.25,3,34.36,0
7.85,76.81,7,42.72,1
2.39,72.46,1,19.98,0
5.39,72.01,8,47.29,1
4.87,54.56,8,47.1,1
6.37,85.93,1,18.02,1
10.0,60.69,0,20.55,1
7.93,59.85,9,38.02,1
4.58,70.64,9,48.07,1
8.45,61.39,8,38.4,1
2.54,79.19,1,27.8,0
1.27,68.57,7,16.76,0
2.84,72.45,2,28.44,0
4.06,76.86,0,34.27,0
5.6,60.18,0,23.24,0
6.54,57.79,9,30.41,1
9.2,94.02,1,15.21,1
5.59,71.69,6,28.09,1
5.51,70.6,5,13.63,1
1.45,51.78,1,11.96,0
1.31,74.9,3,44.29,0
5.96,77.71,1,18.2,1
4.94,77.94,0,33.01,0
8.55,85.35,2,15.96,1
2.45,58.87,3,20.5,0
1.22,62.61,9,24.45,0
5.04,90.54,4,15.75,1
3.14,97.36,4,11.84,1
1.45,56.8,6,45.09,0
7.52,74.88,9,10.47,1
2.0,60.71,7,12.45,0
6.47,53.0,8,42.2,1
3.53,66.28,6,21.28,0
2.56,57.18,4,38.91,0
4.42,85.5,8,15.85,1
8.21,76.69,7,19.49,1
4.53,57.19,9,32.91,1
7.76,50.46,8,49.55,1
2.13,90.41,9,12.94,1
7.95,58.81,7,26.02,1
3.13,80.31,5,11.72,0
7.1,66.85,3,17.97,1
6.09,79.27,8,46.3,1
9.36,65.78,8,13.86,1
4.49,54.35,9,44.27,1
1.6,61.15,9,17.11,0
1.17,59.4,8,44.47,0
8.44,71.4,9,31.52,1
5.72,82.91,2,45.13,1
7.98,63.19,2,16.07,1
3.11,50.6,5,40.48,0
4.11,75.95,5,37.23,1
1.27,80.29,5,31.72,0
9.65,98.14,4,42.42,1
7.01,79.47,4,35.93,1
9.4,73.56,1,45.08,1
3.39,78.67,6,25.24,1
6.5,96.4,3,33.6,1
7.11,91.42,2,44.82,1
3.86,66.15,7,18.59,1
8.63,61.86,3,29.43,1
9.52,63.13,3,48.43,1
8.96,75.22,7,28.94,1
7.65,87.2,0,20.11,1
3.5,75.16,8,24.04,1
3.53,53.39,6,45.4,0
9.67,86.18,1,48.2,1
1.09,90.3,5,48.0,0
7.44,64.47,7,37.96,1
7.36,83.21,4,30.38,1
6.6,71.33,5,17.31,1
9.91,94.46,9,14.93,1
3.81,92.26,7,12.39,1
4.06,76.27,5,10.71,1
1.71,84.58,8,45.12,1
4.99,94.17,8,42.36,1
3.35,74.79,8,32.71,1
4.09,65.66,5,49.95,1
8.51,87.68,8,48.12,1
9.42,61.0,2,36.2,1
2.67,69.43,4,28.58,0
4.35,93.29,1,16.09,0
9.36,86.22,7,30.62,1
1.56,70.19,3,16.31,0
1.83,60.74,5,25.94,0
2.47,67.8,5,47.71,0
6.36,64.21,4,23.68,1
2.35,58.8,0,16.11,0
9.71,87.17,6,33.3,1
5.02,62.6,9,34.09,1
5.51,72.71,7,17.75,1
3.22,69.29,0,17.86,0
5.24,99.1,9,49.58,1
6.96,69.55,6,19.73,1
7.76,54.0,3,43.53,1
7.78,54.49,5,28.81,1
6.2,79.54,8,27.4,1
9.14,79.97,4,21.8,1
8.36,70.94,7,40.95,1
7.81,71.59,4,45.23,1
1.5,52.7,1,20.45,0
1.06,75.83,3,13.8,0
2.91,75.24,1,15.48,0
6.97,57.48,6,41.71,1
4.7,55.19,6,27.43,1
4.62,56.18,2,15.28,0
8.96,55.05,6,23.61,1
9.06,80.49,0,30.57,1
9.18,59.82,0,44.08,1
3.82,62.57,8,35.67,1
7.22,58.68,5,17.04,1
3.44,97.89,4,16.35,1
2.72,92.73,5,26.49,1
2.66,61.52,5,13.01,0
4.08,66.38,0,40.22,0
4.87,60.49,4,26.06,0
8.48,74.59,8,23.72,1
2.08,50.98,3,30.36,0
7.61,83.57,2,38.36,1
5.78,76.16,0,32.77,0
3.59,94.93,1,42.1,0
5.44,58.22,2,35.17,0
3.7,90.21,3,41.52,1
6.36,89.6,6,37.87,1
4.9,56.36,5,17.72,0
2.48,69.93,7,12.09,0
2.05,58.51,8,46.14,0
5.92,62.74,5,47.83,1
9.12,63.16,6,39.08,1
4.1,77.81,3,38.97,0
7.6,70.57,1,20.81,1
6.93,97.39,8,31.7,1
9.38,56.32,8,49.69,1
8.39,98.68,3,44.25,1
6.1,61.53,2,22.18,0
6.91,88.64,9,22.04,1
9.09,66.95,5,29.34,1
4.6,57.15,2,26.18,0
3.94,92.89,0,24.85,0
1.1,65.44,3,35.08,0
8.44,82.94,0,10.46,1
8.21,78.32,1,40.53,1
1.94,73.59,2,39.6,0
6.19,74.79,7,43.21,1
5.18,86.61,9,43.66,1
2.07,54.39,3,32.66,0
9.83,83.41,3,41.2,1
2.93,94.79,9,29.7,1
1.61,52.89,8,48.06,0
6.35,57.03,6,17.63,1
7.65,85.83,1,46.62,1
1.29,71.86,2,20.34,0
6.93,70.18,3,14.11,1
5.79,56.85,3,27.56,0
1.93,75.34,9,34.6,1
2.55,56.33,7,19.24,0
6.11,73.83,9,32.23,1
3.67,88.18,9,42.32,1
9.44,62.91,5,20.28,1
8.37,74.04,2,33.21,1
9.85,99.6,8,23.57,1
3.34,84.33,9,31.19,1
9.73,92.07,7,36.68,1
4.88,70.74,8,24.02,1
4.13,88.39,4,49.78,1
1.45,52.03,2,32.55,0
1.47,56.15,3,42.98,0
7.23,60.15,4,39.01,1
5.12,70.1,8,44.11,1
3.04,92.29,8,16.95,1
6.53,67.31,2,18.9,1
3.28,82.73,6,29.5,1
6.2,85.47,5,44.09,1
4.23,79.31,3,17.9,0
8.41,67.86,4,48.84,1
8.39,78.85,9,15.1,1
5.3,67.11,1,17.0,0
4.16,54.19,6,16.69,0
4.26,99.64,3,33.44,1
8.25,56.36,1,46.7,1
3.95,53.62,5,20.2,0
2.88,93.93,1,32.12,0
1.76,65.09,9,17.03,0
5.2,82.51,1,35.25,1
5.34,66.45,6,14.93,1
8.57,69.57,0,29.65,1
2.99,63.11,6,36.21,0
4.43,67.15,9,33.17,1
8.28,70.54,4,15.6,1
8.41,86.02,0,16.45,1
4.46,75.58,5,36.86,1
5.13,97.18,6,42.36,1
3.73,52.09,0,46.32,0
9.39,75.15,8,42.54,1
2.07,79.21,6,48.96,0
9.4,96.01,0,26.33,1
7.15,52.46,2,23.25,1
5.78,78.67,4,11.13,1
1.29,92.68,3,28.0,0
5.28,62.1,1,36.05,0
4.67,93.81,0,42.62,1
2.45,50.95,3,20.7,0
6.91,86.62,6,30.54,1
9.74,96.66,3,36.48,1
6.06,82.86,8,32.06,1
7.43,71.95,7,20.96,1
1.62,52.24,7,41.85,0
4.76,96.01,4,16.93,1
2.05,73.51,0,46.2,0
6.52,51.45,8,48.1,1
9.45,84.49,1,24.62,1
6.96,74.09,5,25.05,1
1.69,56.22,9,39.73,0
4.19,60.71,4,28.25,0
5.96,53.22,9,11.14,1
4.63,78.71,7,46.8,1
8.5,81.1,2,27.23,1
8.33,75.29,5,18.14,1
6.51,90.86,5,32.23,1
4.36,93.05,9,18.76,1
3.3,80.78,2,18.24,0
1.95,50.64,6,31.83,0
4.19,84.76,3,25.64,1
4.72,70.9,4,32.92,1
7.08,78.28,8,49.87,1
6.92,82.45,5,44.36,1
1.63,67.51,9,10.31,0
4.56,95.85,3,12.02,1
2.64,56.7,7,34.4,0
2.41,83.58,8,35.05,1
8.45,50.22,9,45.13,1
1.38,96.23,4,35.16,0
4.77,55.63,1,19.11,0
2.51,54.74,5,28.74,0
8.91,66.65,7,42.36,1
6.01,68.68,4,46.91,1
3.08,60.72,0,19.48,0
5.52,79.26,7,31.58,1
7.58,72.15,8,16.36,1
9.62,51.71,0,29.88,1
2.98,65.98,7,13.6,0
8.98,90.52,9,47.67,1
9.41,84.49,1,35.52,1
9.25,86.24,3,44.17,1
6.72,84.91,1,49.93,1
6.67,65.55,1,17.31,1
4.63,54.98,9,37.77,1
7.77,63.62,2,45.48,1
5.78,91.59,7,33.04,1
7.1,99.02,3,35.59,1
4.86,74.69,6,26.31,1
7.58,50.49,9,36.99,1
8.42,57.0,2,25.82,1
2.32,66.1,9,29.06,1
8.5,78.93,2,14.12,1
5.86,53.75,1,10.31,0
8.6,97.17,5,12.21,1
4.88,68.25,5,17.7,1
4.41,95.63,0,28.26,0
9.24,89.03,6,10.84,1
3.26,87.77,3,16.24,0
8.6,80.34,2,41.26,1
5.36,81.34,7,40.49,1
5.63,81.9,1,41.59,1
3.78,81.44,8,46.86,1
6.16,77.69,7,14.76,1
3.93,99.32,7,16.53,1
1.35,86.61,2,23.34,0
3.45,88.85,3,46.61,1
1.06,93.62,1,41.02,0
9.81,60.78,1,22.96,1
9.69,54.19,3,13.51,1
4.56,74.14,5,34.66,1
7.56,75.7,4,20.27,1
4.11,91.46,0,31.25,0
7.04,72.19,9,47.67,1
8.25,78.54,0,32.9,1
9.52,76.35,5,46.95,1
4.6,51.91,2,25.72,0
8.05,80.76,2,35.33,1
3.39,91.4,6,45.76,1
9.91,57.88,0,33.52,1
1.23,79.72,0,34.6,0
6.43,79.68,9,38.65,1
6.94,58.21,2,45.28,1
7.19,56.17,7,13.53,1
2.08,99.0,0,23.47,0
9.45,69.69,9,25.91,1
2.63,61.37,3,46.39,0
6.6,58.57,8,48.24,1
3.0,83.38,3,14.82,0
3.76,80.47,9,14.76,1
5.92,82.18,7,47.39,1
4.75,54.4,6,21.83,0
2.44,94.68,2,19.67,0
2.54,69.46,6,11.42,0
4.76,65.67,6,21.02,1
7.82,73.12,9,37.74,1
9.08,69.5,2,27.04,1
1.76,93.18,1,30.67,0
4.54,96.46,8,46.69,1
1.9,65.17,0,14.59,0
1.15,93.2,6,12.85,0
6.96,89.08,3,44.08,1
6.42,96.54,1,40.99,1
2.47,62.29,1,20.55,0
3.1,78.85,7,22.97,1
1.21,63.73,6,22.41,0
8.51,91.2,6,35.91,1
9.77,50.27,4,12.45,1
2.22,78.24,9,29.58,1
3.08,66.96,7,15.35,0
8.82,66.13,1,42.79,1
9.34,82.25,1,25.23,1
4.78,92.57,4,31.1,1
1.46,80.46,0,11.17,0
1.35,92.66,5,12.33,0
6.17,63.23,3,37.0,1
4.54,75.98,5,40.67,1
1.26,72.53,6,38.4,0
6.25,50.58,2,39.48,0
1.1,77.84,7,14.18,0
8.09,83.08,6,37.74,1
3.76,79.6,0,17.27,0
1.36,86.81,5,13.92,0
6.3,78.57,6,40.29,1
4.58,53.34,3,45.58,0
9.76,55.82,1,38.67,1
5.9,79.82,9,42.22,1
3.48,63.75,8,49.64,1
7.38,53.98,6,15.39,1
3.44,71.48,0,48.61,0
9.14,77.72,7,34.05,1
4.37,66.44,2,42.53,0
5.95,86.02,3,36.01,1
1.46,82.19,4,32.8,0
4.84,66.64,0,38.14,0
8.49,87.74,5,22.81,1
8.25,82.43,9,46.97,1
3.02,81.87,5,14.61,0
3.03,77.67,1,22.72,0
8.36,50.57,9,11.25,1
9.37,84.83,5,20.85,1
1.86,68.8,7,18.73,0
5.05,97.13,5,11.99,1
4.04,90.9,3,29.67,1
8.84,79.38,3,28.75,1
1.75,62.61,8,13.11,0
2.9,60.19,5,20.47,0
7.77,67.02,7,48.13,1
1.46,73.83,7,14.43,0
5.43,64.8,6,22.2,1
4.98,75.75,2,11.43,0
4.01,58.27,9,15.96,1
4.55,98.89,0,37.98,1
5.77,55.4,4,24.67,1
2.45,96.6,9,28.08,1
6.15,95.68,9,16.28,1
8.25,76.27,1,37.29,1
7.84,86.25,9,40.06,1
2.39,71.8,1,17.24,0
2.34,81.5,6,11.8,0
3.41,67.03,2,13.24,0
4.25,65.06,7,36.28,1
4.68,78.91,8,15.42,1
7.12,74.91,7,29.76,1
1.51,78.98,5,16.11,0
1.31,64.33,4,16.81,0
4.53,68.35,2,10.17,0
7.27,54.19,2,22.83,1
2.74,52.61,6,13.59,0
6.77,62.67,4,25.76,1
3.34,53.71,5,33.91,0
8.97,55.19,5,24.7,1
9.06,90.65,8,38.2,1
3.68,51.94,0,39.66,0
3.07,82.95,7,37.86,1
4.7,63.63,9,47.47,1
3.16,93.58,4,19.49,1
7.05,74.25,5,17.58,1
8.43,65.28,5,34.39,1
7.06,75.88,0,33.8,1
8.42,69.1,2,30.4,1
4.57,78.22,5,10.17,1
2.41,55.73,8,32.21,0
7.64,99.85,5,47.31,1
4.24,71.28,5,23.38,1
7.04,67.41,0,48.7,1
3.44,85.51,8,24.27,1
1.73,68.19,3,15.59,0
9.93,91.66,1,25.94,1
2.41,72.71,0,29.78,0
9.9,85.98,2,35.18,1
9.8,55.37,2,30.2,1
8.14,92.31,4,31.47,1
6.93,86.79,0,10.96,1
6.2,60.59,6,20.14,1
8.79,57.26,0,22.43,1
3.6,65.81,3,49.48,0
5.21,98.8,5,21.82,1
6.57,62.84,0,45.86,0
4.7,72.81,6,22.19,1
4.85,51.5,9,13.84,1
3.97,69.86,6,19.9,1
6.08,78.57,2,20.91,1
8.66,97.66,3,49.13,1
2.81,75.84,5,36.97,0
9.41,90.96,6,47.27,1
7.2,77.36,3,43.4,1
8.41,52.04,9,33.14,1
6.01,65.75,8,37.02,1
8.02,78.78,8,34.99,1
1.15,97.53,8,36.65,1
8.37,92.96,9,20.59,1
1.36,61.42,5,26.33,0
9.01,61.01,1,33.7,1
9.93,60.06,1,11.44,1
3.65,96.12,3,29.31,1
2.89,92.63,8,44.39,1
7.89,88.74,2,29.69,1
3.28,69.64,5,32.09,0
8.79,75.22,1,18.08,1
1.93,73.22,0,41.77,0
2.13,62.67,4,24.36,0
9.81,75.25,7,48.26,1
7.06,51.52,9,49.75,1
8.62,56.59,9,46.64,1
3.92,94.33,1,13.4,0
7.09,87.58,9,23.33,1
6.35,71.14,8,47.81,1
6.43,75.86,7,42.18,1
7.14,68.5,2,46.45,1
6.18,87.04,0,32.9,1
4.86,89.21,3,29.22,1
3.48,88.16,7,14.26,1
7.92,86.13,2,43.58,1
3.04,60.23,9,39.81,1
7.23,66.9,1,12.36,1
3.1,73.49,6,18.38,0
6.63,66.54,3,32.29,1
7.72,87.75,5,37.38,1
2.97,66.47,4,15.51,0
1.54,56.91,1,19.79,0
2.18,69.95,9,17.72,0
6.45,99.0,1,18.8,1
8.65,61.29,8,46.83,1
1.4,80.61,9,38.63,1
7.61,71.65,1,39.48,1
4.07,53.55,7,41.76,1
5.31,74.39,7,24.26,1
9.36,85.11,0,40.69,1
3.99,75.66,0,49.14,0
5.19,93.61,3,37.94,1
1.12,64.45,1,26.67,0
1.73,54.31,0,38.65,0
3.33,96.83,8,46.03,1
1.25,68.91,2,15.15,0
6.68,78.82,0,20.61,1
4.84,89.6,1,46.77,1
5.93,66.22,7,47.85,1
2.57,85.81,4,29.37,0
3.66,56.77,6,24.98,0
6.97,64.56,5,21.31,1
9.69,57.24,0,29.95,1
1.45,90.56,5,47.38,0
9.01,61.13,6,15.99,1
6.19,85.87,3,26.79,1
6.08,97.16,7,46.46,1
5.5,76.39,7,23.96,1
1.62,77.0,6,40.72,0
1.81,73.05,1,25.57,0
6.41,66.29,5,42.2,1
4.07,73.78,5,49.24,1
9.26,80.14,6,25.51,1
4.66,99.3,5,43.8,1
2.29,96.89,1,49.54,0
7.43,93.11,7,49.35,1
3.64,94.46,3,27.35,1
5.73,73.39,8,29.43,1
7.28,82.87,7,22.14,1
9.1,94.75,2,22.56,1
8.13,69.65,2,29.7,1
7.09,98.09,7,18.02,1
7.12,70.79,1,38.44,1
9.51,80.05,8,31.45,1
3.66,85.49,3,45.92,1
1.01,97.53,5,42.42,0
3.45,62.23,2,22.9,0
2.96,87.31,2,30.23,0
6.96,76.04,2,40.02,1
6.7,63.43,9,17.73,1
6.34,88.83,1,11.26,1
1.15,77.61,7,44.09,0
7.56,83.05,8,15.5,1
3.91,66.15,7,45.58,1
6.99,74.06,9,46.54,1
6.01,80.87,2,28.43,1
4.08,70.25,6,42.27,1
2.21,59.92,9,24.53,0
1.85,98.08,1,44.33,0
8.48,75.57,3,42.99,1
9.27,86.7,5,13.14,1
6.85,70.55,4,33.3,1
1.93,67.76,8,35.6,0
4.62,70.36,9,10.03,1
7.56,70.46,3,49.2,1
8.02,77.21,4,26.26,1
2.06,77.17,3,30.69,0
1.0,74.86,7,17.79,0
7.41,56.74,7,34.44,1
4.21,74.8,2,42.42,0
3.29,58.46,0,33.44,0
1.12,56.31,5,41.52,0
5.86,96.63,1,39.24,1
8.66,80.25,1,19.51,1
9.62,82.97,2,27.43,1
6.09,70.09,7,15.95,1
5.63,95.45,2,11.68,1
1.77,81.9,6,12.52,0
5.94,88.46,9,47.7,1
4.42,68.43,9,49.38,1
6.46,98.0,8,13.8,1
4.5,91.02,7,23.41,1
3.16,92.7,0,14.58,0
1.85,58.61,6,43.37,0
3.83,63.55,6,29.85,0
1.87,64.28,7,34.85,0
2.59,63.55,9,31.6,1
9.89,92.77,4,38.41,1
5.0,51.59,9,22.77,1
5.79,53.8,8,15.5,1
8.86,63.7,8,10.7,1
9.96,59.99,7,27.83,1
6.24,61.59,5,46.31,1
8.31,89.9,5,22.21,1
3.94,78.16,0,17.84,0
3.75,50.29,5,47.04,0
4.62,71.47,3,14.22,0
7.05,70.39,3,12.07,1
7.14,55.7,1,45.18,1
3.84,83.81,3,38.04,1
2.2,85.1,4,26.88,0
6.69,86.04,4,40.09,1
2.15,86.42,4,39.66,0
6.21,50.0,3,11.6,0
7.24,97.7,0,37.05,1
7.31,90.71,9,35.63,1
7.78,95.2,7,48.55,1
8.86,50.78,2,48.66,1
5.5,96.69,1,25.11,1
7.57,90.49,8,33.59,1
6.57,91.86,6,15.65,1
2.68,54.66,8,12.66,0
1.23,86.94,1,27.31,0
3.56,98.0,8,37.6,1
4.99,83.93,9,32.71,1
6.55,78.53,8,27.19,1
8.65,97.28,8,42.72,1
2.77,72.15,9,41.78,1
2.13,79.96,9,39.28,1
9.67,73.82,3,13.08,1
1.97,96.64,9,41.86,1
5.31,53.8,2,46.78,0
6.27,75.06,5,12.38,1
5.87,84.35,2,26.07,1
1.77,89.6,8,49.53,1
1.51,79.15,2,33.97,0
1.95,95.45,1,30.54,0
6.27,97.1,7,17.1,1
5.9,53.22,5,32.62,1
3.1,70.12,7,27.56,1
6.74,51.17,6,15.1,1
8.38,66.47,2,28.57,1
1.37,76.84,7,16.58,0
5.48,95.54,9,39.23,1
7.2,92.33,0,48.95,1
3.27,56.37,0,28.78,0
3.77,54.65,9,35.29,1
6.52,79.46,7,27.24,1
9.08,76.61,8,15.54,1
8.29,63.32,9,48.82,1
6.25,94.97,5,15.18,1
7.57,96.37,4,14.47,1
4.28,70.13,1,28.37,0
6.77,94.52,8,36.36,1
5.2,69.2,5,24.2,1
2.71,86.84,7,17.7,1
7.32,73.8,8,42.76,1
6.01,56.13,8,24.52,1
4.23,96.4,7,17.77,1
9.2,72.7,9,24.6,1
1.19,86.72,7,18.58,0
3.84,68.36,2,30.78,0
1.51,50.94,2,36.73,0
7.9,55.03,1,41.98,1
7.32,74.81,0,19.1,1
3.98,84.5,3,16.68,0
7.08,66.74,1,10.78,1
4.56,84.77,1,19.12,0
7.81,84.93,4,10.96,1
5.09,85.2,3,23.82,1
4.71,74.63,0,15.83,0
9.41,95.74,8,33.2,1
3.26,74.46,3,25.35,0
2.08,72.51,4,13.74,0
6.26,59.97,6,25.99,1
9.72,65.38,1,18.37,1
4.4,52.12,7,37.21,1
1.56,81.68,1,24.58,0
4.05,62.43,9,15.88,1
5.55,65.21,4,23.98,1
2.46,88.54,1,18.98,0
6.92,66.36,1,41.83,1
9.98,62.11,3,49.33,1
5.07,58.45,3,11.02,0
4.19,88.74,7,37.6,1
4.61,56.49,5,20.56,0
2.04,72.69,9,12.66,0
8.95,75.35,7,10.57,1
4.73,84.37,6,45.24,1
4.49,81.66,9,24.14,1
6.94,90.54,3,49.78,1
4.98,52.24,1,27.7,0
6.83,64.82,8,17.5,1
1.55,64.01,1,41.09,0
8.32,57.3,0,47.06,1
9.46,64.46,7,42.62,1
6.84,65.49,9,39.81,1
9.59,76.09,8,23.39,1
2.36,83.19,0,12.58,0
5.3,69.06,6,18.05,1
6.42,85.97,1,27.87,1
6.24,66.81,5,48.25,1
4.61,64.51,4,38.91,0
4.04,77.06,0,43.13,0
2.14,51.19,1,21.09,0
4.53,53.99,1,37.35,0
2.46,70.9,9,44.5,1
7.61,97.15,9,29.18,1
2.88,86.08,5,27.2,1
1.53,54.41,0,38.78,0
5.97,92.32,3,32.4,1
6.36,86.62,9,49.73,1
8.85,80.55,4,27.0,1
6.19,91.01,1,17.04,1
4.11,70.21,1,28.88,0
8.23,61.08,6,19.41,1
5.86,75.6,6,32.45,1
1.71,77.44,5,15.03,0
6.09,76.92,0,48.0,1
9.17,78.25,2,44.39,1
4.57,97.44,8,16.22,1
3.67,95.11,9,16.9,1
2.29,93.79,0,30.5,0
2.36,90.07,1,40.92,0
4.89,97.17,7,18.76,1
6.36,54.92,6,12.44,1
1.73,63.26,8,31.82,0
9.46,74.75,9,37.66,1
7.8,92.33,3,19.77,1
6.28,75.26,3,39.59,1
8.46,87.4,6,48.03,1
1.72,56.95,0,15.48,0
5.29,62.62,9,30.44,1
6.67,86.59,8,12.27,1
8.46,58.24,1,18.27,1
8.05,67.57,0,13.59,1
3.49,63.24,6,26.16,0
9.47,67.49,5,42.83,1
2.12,85.42,2,33.09,0
8.88,68.39,0,18.9,1
9.74,77.76,4,11.6,1
2.59,55.0,9,32.14,0
7.5,90.25,3,15.31,1
1.36,68.49,4,23.71,0
4.65,82.43,0,30.41,0
5.65,86.27,0,46.15,1
6.23,60.48,4,13.27,1
9.42,94.23,5,36.74,1
7.05,80.81,4,10.56,1
5.33,71.44,1,35.2,0
8.29,59.12,8,32.06,1
9.55,97.12,4,42.47,1
1.2,87.75,4,31.27,0
9.84,60.4,9,24.1,1
1.78,66.89,8,19.71,0
8.33,90.48,2,13.41,1
3.52,84.78,4,31.38,1
2.19,88.29,4,45.53,0
4.96,72.06,1,30.59,0
6.8,85.82,3,39.56,1
4.43,69.32,1,21.94,0
1.49,60.56,4,27.93,0
6.4,81.63,9,22.98,1
9.12,98.8,1,14.37,1
4.45,65.53,9,26.68,1
2.95,73.05,8,40.57,1
4.98,83.7,9,25.8,1
1.44,77.08,5,36.01,0
8.38,92.17,7,40.34,1
8.44,88.09,8,22.91,1
6.29,52.91,7,41.9,1
4.18,99.92,4,23.56,1
8.2,87.62,4,20.24,1
5.99,93.2,5,18.9,1
8.43,82.56,0,18.0,1
6.68,92.81,7,39.48,1
8.06,55.62,1,45.5,1
6.39,67.39,5,19.23,1
4.73,93.82,8,13.41,1
9.62,60.08,2,22.55,1
5.87,53.91,1,36.31,0
6.45,89.41,9,24.74,1
2.98,91.77,4,31.97,1
6.63,58.13,8,39.77,1
6.14,92.72,5,26.34,1
2.66,84.34,7,49.99,1
1.54,76.0,7,21.92,0
6.44,91.51,6,49.13,1
7.87,70.96,4,18.12,1
