Age,Income,Credit_Score,Loan_Amount,Employment_Years,Loan_Approval
35,29719,602,28238,7,0
23,99553,474,45423,0,0
31,28314,831,13431,14,1
50,113831,760,13330,2,1
38,95164,492,49153,14,1
22,127658,543,13611,13,1
52,97028,579,18872,0,1
28,56113,335,39930,7,0
42,137174,839,11486,6,1
26,35357,453,41870,8,0
32,118865,322,28258,17,1
56,40365,390,48186,11,0
35,59029,689,6168,7,1
48,21737,658,5415,7,1
38,94632,849,15905,5,1
22,105474,527,10243,2,1
33,98218,501,21533,1,1
35,144606,649,32020,13,1
40,47499,337,27908,7,0
49,130027,799,10899,5,1
49,130402,342,38606,3,1
23,148692,816,43912,4,1
39,127430,367,14888,12,1
23,66157,422,20935,8,1
34,76247,635,12466,12,1
24,148411,452,20095,8,1
31,61034,461,16193,15,1
51,20294,513,6320,11,1
52,118072,675,17227,1,1
47,44596,742,22907,18,1
50,118185,722,43002,15,1
22,31434,837,49838,12,1
29,78382,529,43912,4,0
48,58098,358,5552,5,1
51,24655,395,25140,16,0
54,103029,561,25055,16,1
35,66228,653,38367,16,1
45,23771,611,20098,2,0
56,94099,435,29061,12,1
28,140811,772,36054,11,1
29,76799,729,19800,5,1
57,82257,836,47124,12,1
59,37558,445,30579,13,0
52,119468,823,6982,6,1
37,78436,386,45598,4,0
55,127779,408,40765,13,1
57,144891,722,22070,17,1
39,143725,644,35886,3,1
49,112103,565,49374,0,1
27,143400,793,39527,6,1
48,52376,632,44791,19,1
29,139154,712,34513,12,1
48,107458,490,27592,3,1
26,97924,441,28618,12,1
49,49332,372,20409,3,0
37,66737,466,14529,2,1
36,109031,467,29154,7,1
43,93970,558,37882,19,1
51,71952,738,49917,7,1
23,40991,410,21952,16,1
41,47472,830,20701,14,1
46,79946,589,14745,3,1
56,125566,809,29335,5,1
57,46849,474,7689,5,1
42,21541,601,7988,9,1
32,149237,484,40919,3,1
33,22765,638,49487,8,0
31,63074,809,14013,15,1
36,122795,609,44113,6,1
28,49283,806,8574,13,1
22,121387,645,37480,5,1
50,140044,380,12838,0,1
50,120161,673,33363,17,1
32,20769,455,36368,11,0
30,37806,731,37228,14,1
31,110518,799,33639,0,1
35,22972,446,19823,14,0
36,38256,780,28510,14,1
37,123903,734,43333,15,1
46,145574,818,9435,0,1
22,38653,368,43418,2,0
32,123579,485,25553,11,1
46,106669,503,12436,6,1
43,59339,312,41476,4,0
38,45757,573,39477,0,0
52,123376,597,29244,0,1
58,62399,350,47721,14,0
23,64013,799,6692,7,1
58,117605,668,20523,10,1
23,34706,656,37326,13,1
50,58231,302,47205,12,0
21,47909,553,5125,18,1
50,125754,774,6199,11,1
52,145777,805,43860,18,1
48,96631,555,21375,3,1
41,77572,449,7711,3,1
33,105879,787,37437,2,1
47,83767,578,33022,5,1
56,46469,358,14182,4,0
27,21313,745,32641,10,1
42,27847,412,34530,8,0
30,70222,788,27612,2,1
59,94702,706,10995,8,1
35,29930,666,45950,11,0
35,23285,359,43270,2,0
24,143637,628,17920,19,1
52,55863,768,27144,16,1
43,36704,362,23882,11,0
26,38705,483,7565,17,1
44,20555,610,28373,3,0
40,41323,837,48557,9,1
57,90968,476,10024,17,1
40,86922,728,29691,7,1
32,73915,372,38799,8,0
53,129543,466,6241,18,1
48,30619,524,39510,12,0
28,92390,308,43477,5,0
21,148918,535,27383,6,1
57,128500,327,16830,5,1
42,134337,326,33975,10,1
26,79274,849,31551,16,1
41,93173,495,45928,18,1
52,41225,502,28267,11,1
55,131266,384,17375,12,1
35,46739,329,26513,17,1
25,67708,765,9403,6,1
26,148041,398,9897,4,1
45,73019,489,5163,15,1
49,96154,311,41078,3,0
27,122097,329,22379,0,1
33,27373,337,35030,3,0
58,55281,593,34870,2,0
38,40187,659,34482,3,0
22,87863,479,36058,0,0
28,117927,411,31871,11,1
31,127113,743,31379,12,1
53,104085,320,7251,1,1
58,137996,444,48860,8,1
47,59220,798,28674,6,1
40,142755,445,11590,12,1
32,27642,740,36432,1,0
51,99971,720,45426,0,1
47,75556,615,27127,17,1
52,53760,465,43015,6,0
30,58192,502,12715,17,1
23,144257,795,8817,18,1
47,24381,767,34493,7,0
55,116583,684,22454,11,1
51,39558,613,9600,10,1
35,50782,554,29690,8,1
36,24782,322,47750,3,0
33,111417,638,38762,6,1
55,74712,792,42499,16,1
31,125764,810,27452,10,1
41,114945,665,12670,1,1
31,39462,671,26151,17,1
50,80030,518,22341,11,1
55,88519,774,34604,8,1
42,76411,722,13287,10,1
58,75206,655,23538,4,1
51,117469,759,22015,6,1
34,66950,802,49644,0,0
44,22523,326,20852,4,0
52,80926,522,26258,5,1
56,29677,447,43330,12,0
52,95828,723,46508,10,1
35,35089,650,7248,7,1
55,24581,485,11192,19,1
23,31907,714,32410,1,0
36,25609,728,14895,14,1
25,71153,340,11406,9,1
41,70539,692,38924,7,1
30,64143,378,46303,1,0
39,42936,843,10295,14,1
45,70182,749,17264,5,1
24,128261,773,33038,4,1
49,131259,441,43922,2,1
39,119524,550,14136,10,1
22,115042,593,18213,10,1
30,33163,435,17072,15,1
45,146686,783,48010,2,1
40,79758,611,41053,8,1
39,66057,345,32431,2,0
43,32537,535,47290,18,0
44,42419,347,7003,10,1
31,62578,497,24999,13,1
54,94991,383,36279,1,0
48,141211,842,47747,6,1
25,142762,460,15438,9,1
25,94599,727,19227,9,1
41,20834,370,8672,19,1
32,52214,819,12458,0,1
24,112934,351,23539,5,1
40,143798,344,8479,13,1
58,120028,592,19887,1,1
45,141286,764,5051,5,1
34,22413,849,7159,0,1
31,29505,679,9390,2,1
52,140681,777,25035,3,1
31,122802,561,33491,12,1
38,22105,478,21080,2,0
47,88104,656,39880,14,1
38,148303,718,27149,12,1
43,127634,500,20339,10,1
31,134897,312,34305,3,1
41,78408,742,6354,16,1
25,57679,585,10620,4,1
43,136908,557,8754,7,1
45,134921,847,21593,9,1
30,119096,789,21167,6,1
42,99731,797,27555,16,1
39,132205,632,38005,6,1
21,85131,331,46295,18,1
27,84280,342,45843,8,0
24,35762,650,13691,1,1
21,137798,633,14756,19,1
35,136854,569,41308,18,1
32,126830,712,14327,5,1
42,78703,318,33520,9,0
42,101434,646,48308,12,1
37,83079,336,45025,1,0
49,41577,391,33900,9,0
34,21214,484,21533,9,0
40,106339,327,36881,4,0
53,68114,847,32782,3,1
35,109234,671,49488,1,1
32,83230,829,6624,6,1
40,143163,644,45429,17,1
50,52980,718,25812,16,1
58,87194,495,12529,10,1
23,97806,377,25653,17,1
48,132333,466,32860,7,1
46,57792,389,18654,11,1
50,65807,563,7108,0,1
33,144297,771,8947,19,1
33,145266,507,12899,11,1
22,42301,570,18372,5,1
57,25141,562,42682,2,0
58,136482,805,35373,4,1
22,124292,811,44435,13,1
56,142984,823,7263,11,1
46,33777,611,31188,12,1
31,58346,473,41583,12,0
28,74703,730,34295,16,1
42,114977,762,5577,14,1
40,67819,400,20029,5,1
28,48469,315,40531,11,0
49,23845,557,35066,1,0
46,130186,543,22613,3,1
50,43290,647,24560,19,1
37,132551,548,13945,11,1
40,50699,404,34418,2,0
36,64252,586,22071,16,1
27,118682,468,22130,5,1
36,23293,719,25721,16,1
47,138017,346,7712,16,1
43,139496,342,22091,10,1
44,129934,620,20857,6,1
29,77089,520,46394,1,0
55,131964,812,39301,18,1
40,36608,740,21553,1,1
57,148713,443,22404,12,1
37,86273,327,12093,15,1
51,36619,466,18156,16,1
28,98006,548,18785,10,1
35,135399,656,30271,8,1
51,107908,410,19694,8,1
50,101653,533,41114,13,1
40,34779,323,9013,12,1
59,71040,325,37799,10,0
32,114830,680,29752,11,1
37,76325,645,16156,2,1
50,135947,677,15304,0,1
49,41630,821,45645,7,1
39,125575,316,43938,18,1
31,135436,544,17078,12,1
54,32178,838,31078,6,1
27,39935,501,7315,12,1
54,67258,547,32220,5,1
40,42784,417,36731,2,0
58,83722,308,37833,5,0
44,43027,322,17420,2,0
30,116544,539,23312,12,1
52,77853,326,26395,12,1
35,132167,380,45301,12,1
57,87359,498,20317,0,1
40,92388,391,21968,7,1
23,98608,383,27854,4,1
57,96669,599,10244,19,1
28,35111,595,35929,16,1
43,52312,753,45922,8,1
31,149321,580,29054,12,1
28,44161,358,23588,12,0
49,138920,641,49590,4,1
50,124823,764,39660,13,1
30,145014,641,12018,10,1
59,87313,361,15621,13,1
48,70374,728,5973,6,1
56,44014,555,48602,16,0
33,100308,646,44383,3,1
52,66389,825,42097,9,1
56,130163,603,39245,9,1
57,38161,544,30346,14,1
46,127800,711,45097,19,1
42,27490,516,11444,11,1
24,139547,815,29881,8,1
51,127197,773,29846,2,1
38,44502,335,16406,14,1
58,55757,477,44611,11,0
44,61111,686,30439,14,1
43,118273,316,10972,0,1
42,103245,347,42873,14,1
22,78645,361,15931,10,1
51,130218,368,12702,4,1
31,79055,665,24298,6,1
48,139815,461,26540,11,1
52,28998,787,37040,19,1
25,48906,730,36000,5,1
58,121026,788,34805,2,1
30,90192,529,7599,9,1
44,70477,669,27100,3,1
55,56901,477,35509,12,1
43,111271,709,40003,18,1
37,72021,569,24183,4,1
21,49092,505,43241,17,0
51,21242,381,5018,0,0
51,126843,492,5858,15,1
54,21831,488,30992,15,0
29,70721,575,37580,15,1
42,48511,373,10380,18,1
33,92782,309,40800,15,1
45,117003,515,23915,0,1
38,38302,589,45239,19,1
32,75568,744,42487,19,1
37,23232,492,17943,9,0
35,122062,588,42631,1,1
35,124301,443,41806,13,1
35,71507,688,23836,7,1
59,144277,706,40614,5,1
33,149999,669,45832,2,1
37,96508,740,16394,15,1
52,133672,828,11622,16,1
29,120128,312,30280,11,1
40,30683,639,16782,18,1
46,43664,611,6159,19,1
47,122364,403,9626,2,1
41,140012,638,28440,12,1
38,53172,497,41490,15,0
33,103641,599,16630,10,1
36,84340,743,49042,19,1
29,107236,658,11589,15,1
32,31017,667,28233,19,1
58,56613,468,40011,1,0
39,106130,448,13177,3,1
27,96920,341,39528,3,0
55,50348,501,43210,16,0
38,36448,543,31372,0,0
36,29491,763,28508,0,0
59,98648,748,19965,4,1
24,141070,736,8236,11,1
45,116557,830,20611,5,1
52,78759,572,27282,5,1
33,64553,729,46003,16,1
37,20968,512,20829,12,0
57,20368,403,13680,7,0
26,93960,491,16340,11,1
39,55010,679,36093,14,1
33,74154,380,26107,18,1
46,55851,848,14148,19,1
34,142761,676,48074,16,1
51,45496,453,22499,8,0
24,143568,539,23165,17,1
59,147152,673,48786,1,1
28,50936,503,30226,10,1
45,98858,649,23260,19,1
33,87005,442,29916,16,1
52,57493,488,48910,17,0
58,89795,571,35480,14,1
58,56390,831,37191,6,1
48,30292,599,14546,15,1
50,112377,725,41044,0,1
23,48365,345,26921,17,1
48,37207,394,41940,7,0
23,121735,363,17836,6,1
54,42912,712,13989,1,1
36,122455,308,18740,11,1
42,122517,758,35180,15,1
52,100771,708,18102,8,1
58,76572,769,20357,19,1
28,127293,805,35255,10,1
28,119083,372,41094,14,1
26,133655,383,30221,2,1
34,129346,358,5719,12,1
52,39276,320,22906,12,0
55,117459,757,28140,1,1
30,25534,456,6069,5,1
23,112005,628,12749,5,1
32,121610,502,17935,11,1
51,55670,405,42655,3,0
49,82147,421,49035,4,0
25,118099,617,35720,7,1
45,131695,481,32937,5,1
51,56486,615,23540,2,1
41,85557,705,12944,7,1
40,54268,369,17747,18,1
59,127338,459,15505,10,1
42,101335,539,16697,17,1
24,46336,822,41907,9,1
33,23641,437,20221,19,1
40,107132,794,12087,11,1
33,52959,546,26462,19,1
37,33306,842,27789,7,1
56,66182,823,38400,18,1
53,94123,542,7199,15,1
21,76326,635,49023,17,1
35,116895,721,26737,8,1
33,41498,493,11073,3,1
37,90198,607,21744,8,1
44,122630,805,15559,1,1
28,127369,580,37695,8,1
47,47197,738,13401,8,1
43,40719,782,16659,17,1
28,110201,522,46890,10,1
28,128775,416,18894,12,1
46,45032,491,34160,5,0
33,79624,815,34272,8,1
59,98177,829,29512,15,1
57,61964,606,38645,3,0
48,50028,831,26179,1,1
45,131030,421,15691,6,1
36,74646,453,21110,14,1
22,101187,836,40291,5,1
38,28536,751,34845,10,1
37,137399,468,44038,19,1
50,76747,358,29967,16,1
59,65712,600,33478,3,1
33,26273,849,10088,18,1
52,91820,416,45332,6,0
49,145342,426,12066,10,1
50,111228,704,44313,12,1
38,94353,698,7321,2,1
33,114491,814,29533,13,1
41,112091,797,29509,1,1
50,105914,827,46098,17,1
41,70830,697,13294,4,1
37,126718,564,43101,12,1
39,37127,562,30059,12,1
35,135150,697,36248,13,1
29,103488,826,45626,11,1
30,31539,735,25703,12,1
51,66761,659,43157,17,1
43,66219,428,8205,12,1
50,34692,540,39929,3,0
53,103656,521,22848,9,1
29,33334,513,38411,4,0
21,48615,434,19986,17,1
55,27903,685,16628,7,1
31,48527,602,43119,13,1
54,35629,586,9553,1,1
36,141690,488,11518,7,1
29,78008,596,43491,15,1
52,103276,825,12946,6,1
35,119318,688,5610,2,1
32,46708,758,9302,3,1
53,30860,560,39311,6,0
34,37438,412,39234,3,0
28,87300,335,46876,8,0
28,149263,378,19656,16,1
47,91545,574,44004,16,1
32,40842,577,23656,19,1
21,80213,611,46811,13,1
31,62372,828,9536,13,1
59,134316,503,47974,12,1
51,118971,316,24856,3,1
37,88906,775,41410,12,1
53,58744,810,49830,16,1
52,136082,509,21447,14,1
49,77442,798,38327,17,1
41,149070,701,39501,10,1
41,105990,728,13861,3,1
43,141670,377,25278,19,1
26,126917,379,6542,10,1
42,123903,605,47231,9,1
58,23650,357,7415,12,1
57,65117,829,48751,7,1
28,111244,507,17905,12,1
55,128198,810,26601,8,1
31,72772,434,43155,0,0
44,23190,821,26563,0,0
41,68113,382,45955,14,0
22,28789,343,11643,3,0
39,52125,782,29044,19,1
59,118695,792,16246,0,1
48,37459,798,7458,11,1
37,55418,317,11028,10,1
26,131904,593,43215,18,1
39,67085,447,39716,14,1
58,38768,771,11306,9,1
48,69961,471,46019,0,0
22,101099,830,45860,2,1
58,142735,419,32678,13,1
57,47885,365,29908,14,0
24,107421,440,17363,0,1
42,81082,745,19066,9,1
46,26895,805,37711,0,0
56,70311,488,5189,14,1
33,109494,457,16752,2,1
52,87067,545,12482,19,1
37,91017,332,21679,11,1
56,43932,660,29552,18,1
39,41360,629,5799,15,1
55,74847,811,30381,7,1
48,129178,370,14934,13,1
21,110365,612,24084,17,1
38,105468,378,46556,0,0
53,146065,468,14909,1,1
32,58931,479,30931,11,1
28,75823,559,30868,16,1
44,58032,785,48558,1,0
36,135919,304,18846,16,1
24,101426,596,27257,6,1
58,38807,659,33013,5,0
47,31767,416,42482,5,0
29,28071,656,27875,7,0
36,73413,738,29717,4,1
32,46149,630,16408,14,1
51,35540,824,40607,6,1
44,121212,487,41281,2,1
34,90248,580,32326,9,1
45,141443,810,18601,2,1
54,111737,765,6135,13,1
23,130494,414,27741,2,1
44,138571,535,16913,0,1
29,105435,637,15101,0,1
46,39787,821,23631,18,1
40,40982,498,11548,3,1
30,139696,349,42284,1,1
39,42606,441,41870,10,0
23,147560,827,32215,11,1
44,30150,813,42279,12,1
25,105929,329,24215,15,1
23,137423,381,30582,15,1
47,122795,330,19024,18,1
36,132223,632,16413,19,1
35,66936,476,21319,19,1
55,113286,669,24446,8,1
32,28593,846,45743,15,1
46,37358,834,37036,6,1
54,102143,405,17621,12,1
43,57381,396,15511,3,0
51,141465,529,24923,12,1
40,110347,526,15558,7,1
32,48074,670,37235,1,0
43,40595,399,5526,6,1
24,64194,744,6753,10,1
43,69377,767,31248,16,1
21,46853,354,19656,13,1
45,93719,494,28266,12,1
22,40661,819,15220,14,1
50,70493,723,23038,8,1
23,138724,614,17741,2,1
41,126705,427,9841,12,1
45,56495,331,41809,12,0
40,33703,392,35575,8,0
42,73080,818,46733,17,1
41,50815,557,19418,4,1
53,49565,519,42185,10,0
58,83321,405,46745,1,0
35,137491,847,32881,16,1
35,78453,715,19587,19,1
45,108478,608,27268,3,1
41,128522,665,5448,17,1
44,53161,820,42353,19,1
25,75991,758,13108,7,1
26,134296,669,16443,18,1
43,127339,630,27435,11,1
24,29716,310,38062,10,0
47,127099,806,6238,15,1
38,53349,718,20321,4,1
41,67098,421,21074,2,0
48,128435,534,18049,11,1
55,20132,630,40584,14,0
42,71990,842,6098,15,1
43,133288,647,19679,12,1
23,88921,711,39505,6,1
30,56538,523,40533,14,1
45,120572,452,16434,2,1
28,119279,511,49859,11,1
31,125909,391,38178,7,1
25,27213,630,32575,11,0
57,144693,766,24329,17,1
58,64223,527,42554,2,0
49,111655,493,46837,11,1
25,88371,829,23493,1,1
29,88274,542,26830,13,1
22,127853,688,43603,13,1
21,24134,575,39754,3,0
50,111428,749,13126,16,1
31,59601,777,46838,14,1
48,93889,779,45068,15,1
32,35690,587,27093,4,0
59,21909,839,40171,16,1
46,111239,629,13262,6,1
33,100032,769,48270,14,1
28,32062,833,25785,16,1
48,95386,766,44469,11,1
50,113237,719,8295,10,1
29,54731,421,20687,18,1
59,25153,607,7121,10,1
51,30481,633,8582,1,1
41,119270,719,35280,14,1
54,86425,625,47589,4,1
51,83600,549,43468,17,1
45,104981,394,45000,15,1
32,91997,595,42056,3,1
21,124470,483,36672,9,1
42,48205,559,6085,1,1
57,108887,485,20891,14,1
21,101542,708,20600,3,1
21,64149,368,37458,15,0
41,69112,307,13645,6,1
35,30940,564,46578,11,0
37,79010,783,46596,2,1
42,96794,670,9874,16,1
58,44485,382,18767,8,0
55,109299,510,31825,7,1
36,144321,612,15913,5,1
28,125584,636,21215,14,1
37,21067,789,23733,9,1
37,40607,702,19332,5,1
46,129419,490,9432,14,1
33,81597,634,27559,13,1
37,146736,821,31570,18,1
58,94554,386,45033,12,1
37,68521,361,11103,13,1
34,132482,686,48780,2,1
26,35187,445,20900,3,0
55,122911,452,7031,13,1
34,23985,648,22633,13,1
28,63052,477,28192,7,1
35,39563,786,24940,9,1
47,67322,546,46287,8,0
33,122842,553,13988,13,1
51,81245,799,43067,7,1
55,71514,840,17952,10,1
26,38608,651,32369,9,1
25,124675,811,40862,17,1
42,87262,312,7977,3,1
43,112118,450,43493,3,1
45,91327,349,6268,11,1
54,77225,514,21756,17,1
46,93994,671,25764,7,1
25,141701,412,45385,2,1
46,37221,551,20032,17,1
40,68506,640,34478,6,1
26,40968,352,16885,0,0
26,147677,429,14796,12,1
38,102606,492,44047,2,0
24,47937,356,37863,2,0
37,82435,396,20478,14,1
34,69508,497,37117,18,1
34,146695,446,25753,3,1
33,61831,594,25325,12,1
27,62933,311,12021,12,1
35,67307,632,20185,14,1
39,68340,519,10868,18,1
55,122951,697,18071,15,1
37,128306,641,13041,6,1
55,106338,811,21515,2,1
39,63601,471,49075,19,1
40,95956,767,45058,1,1
56,92178,465,30966,17,1
55,105311,469,44284,10,1
52,48754,811,47109,0,0
44,63310,488,49470,15,0
37,89893,419,27290,16,1
27,106799,404,35702,15,1
21,140007,340,33223,9,1
55,68367,620,38575,16,1
52,33201,634,49168,2,0
56,22739,459,26661,17,0
33,33231,563,21439,18,1
26,145610,829,41432,13,1
34,127814,776,38511,1,1
57,62495,651,36147,11,1
35,41168,844,34114,10,1
24,52624,509,11030,16,1
36,30635,795,29515,5,1
48,29964,681,35333,18,1
36,47785,780,5079,12,1
24,115046,304,34048,6,1
46,102797,333,49900,10,0
48,104790,444,7966,6,1
52,96928,650,8728,12,1
22,32336,764,42304,12,1
51,97475,647,43581,0,1
23,47412,424,29794,18,1
28,102212,570,5947,18,1
44,95379,656,17565,14,1
35,65591,826,20844,13,1
51,81750,797,5594,2,1
29,110648,452,26414,19,1
59,116134,352,35690,3,1
22,55454,448,21524,6,1
28,118537,802,32469,0,1
27,82672,749,24439,18,1
59,47228,518,31206,2,0
36,34429,576,41973,19,1
55,104294,751,26555,14,1
50,87808,727,12782,12,1
30,102886,382,7660,13,1
58,135577,517,44624,6,1
38,73015,826,11089,0,1
25,108074,703,10318,12,1
49,88936,589,31605,3,1
59,100907,719,34400,11,1
54,77378,638,20405,6,1
43,57310,718,35209,1,1
25,121827,506,13062,16,1
50,103683,564,22424,0,1
26,88827,335,46274,13,0
24,55256,672,28987,0,1
49,96428,787,49419,2,1
43,119862,558,25556,10,1
26,122994,830,32601,6,1
52,58889,322,24330,8,0
38,71428,403,20730,2,0
35,130502,540,8236,0,1
52,57207,552,8680,18,1
29,70255,441,35312,1,0
57,125824,750,26191,4,1
30,111531,606,49066,16,1
40,25409,799,22921,18,1
26,62438,307,41640,4,0
23,130410,368,39635,13,1
31,130238,367,41688,9,1
37,115359,707,10693,6,1
52,27869,817,25266,7,1
24,121260,418,48716,7,1
24,76862,330,31488,6,0
37,107937,817,29122,12,1
39,45958,782,46224,13,1
25,96302,506,34004,18,1
52,39768,686,11331,10,1
42,116330,711,26566,1,1
26,46145,669,47262,16,1
55,95622,652,47154,5,1
42,128739,635,45899,8,1
21,46442,588,49564,18,0
40,101948,439,25778,4,1
42,143585,599,38926,8,1
31,45596,312,25751,6,0
33,95791,727,22528,3,1
23,62406,699,5068,17,1
29,60524,408,8717,17,1
32,43332,784,20218,19,1
43,130160,655,48968,16,1
34,35764,448,30402,3,0
53,47563,606,36643,15,1
38,107675,832,47129,4,1
29,56370,359,34152,8,0
43,25062,734,16526,1,1
30,64645,320,31916,1,0
39,142759,681,47975,3,1
25,27244,544,31028,19,1
43,26372,372,31709,19,0
50,125409,748,46999,16,1
45,146248,375,20063,19,1
48,105501,689,9723,18,1
54,137450,641,9213,2,1
45,84471,589,27797,4,1
30,130533,630,41234,9,1
34,36956,558,24410,5,0
50,60473,725,28382,2,1
45,33894,305,7747,16,1
34,130584,305,28655,9,1
55,118918,490,35348,11,1
54,89586,447,17454,0,1
30,36709,704,17587,17,1
55,101258,557,27555,18,1
31,138428,778,33071,19,1
31,35210,389,25239,3,0
41,69510,309,36602,14,0
41,122081,386,7203,8,1
42,58674,450,18635,5,1
27,145251,329,6144,11,1
37,120025,427,37699,17,1
22,37733,377,24083,14,0
32,40080,720,31127,18,1
38,122200,354,17213,8,1
31,73412,779,21944,12,1
36,144476,604,6187,15,1
38,78971,845,8133,12,1
55,59709,404,8411,0,1
46,79846,471,39457,17,1
36,85480,798,42175,2,1
26,131768,321,40191,16,1
32,72960,586,11728,4,1
33,123550,690,38744,5,1
24,61152,448,27881,16,1
59,47250,571,17801,16,1
22,105765,598,15548,0,1
46,137265,471,37886,6,1
47,68137,346,39310,15,0
47,102011,506,24427,4,1
35,138922,752,5972,15,1
28,143360,694,38683,3,1
27,141280,600,11621,10,1
32,66412,475,31013,13,1
33,63876,409,19530,12,1
37,114547,501,12354,7,1
37,93664,467,42359,19,1
56,70227,385,28223,14,1
41,52450,350,46232,17,0
28,104433,411,17550,6,1
25,93704,762,27660,18,1
46,26861,741,36029,8,0
36,127294,570,35268,10,1
56,81914,643,31340,9,1
48,83888,482,9290,13,1
49,99286,802,35138,15,1
32,81293,309,11446,7,1
57,102524,793,18432,0,1
50,88515,533,6522,11,1
43,43524,597,38329,2,0
36,27065,543,8540,1,0
34,57684,808,17328,15,1
30,108720,650,39247,3,1
27,53365,566,11677,1,1
57,78876,500,46616,11,1
49,43704,538,30947,16,1
23,77857,633,18520,19,1
35,25622,714,49711,9,0
56,103797,783,27805,19,1
39,130468,736,35444,7,1
33,113955,545,25143,17,1
41,120003,307,15292,17,1
57,111141,451,47844,17,1
47,114707,691,21017,1,1
49,107700,510,30323,11,1
40,135404,666,46423,9,1
45,131733,385,46713,7,1
26,99332,354,27320,18,1
56,122390,745,13774,9,1
22,116856,603,7205,10,1
42,86201,431,17342,13,1
52,52694,720,9027,14,1
36,109766,684,21327,9,1
38,42995,497,26200,3,0
25,112320,346,12188,6,1
56,100141,502,7808,10,1
50,102999,560,18851,2,1
39,28419,323,20354,4,0
43,67952,639,20058,1,1
54,143028,711,19620,11,1
33,53837,560,36230,4,0
49,90799,585,41681,6,1
56,68877,812,22803,3,1
42,126255,385,7167,10,1
56,65687,729,7144,8,1
29,119667,330,7167,3,1
59,57276,739,47520,8,1
39,54523,648,47136,11,0
58,86055,711,30844,15,1
26,74615,827,33163,0,1
35,116642,609,27920,7,1
40,130040,695,22550,0,1
29,30514,637,41343,19,1
52,67456,736,23254,18,1
24,27233,664,45011,3,0
38,21102,412,25147,13,0
25,86133,475,17926,13,1
40,66715,448,38823,8,0
43,105193,477,28991,8,1
31,130545,681,46851,16,1
57,124085,522,32563,14,1
42,129101,558,35688,9,1
24,26256,488,34023,16,0
49,141946,605,39130,8,1
54,128684,677,5925,3,1
33,84800,642,21321,13,1
29,148900,455,15769,2,1
51,114937,354,41748,11,1
27,61548,741,45028,0,0
24,92090,499,21151,0,1
39,98200,702,15597,12,1
50,62367,476,39187,13,1
51,148845,748,48835,15,1
55,133815,840,5059,6,1
41,109922,600,40292,9,1
51,90382,606,25181,14,1
39,147602,566,32235,7,1
51,146270,513,33672,10,1
52,146320,782,6578,13,1
22,46205,561,21047,12,1
30,45570,366,37160,12,0
22,50255,432,38475,8,0
22,41182,839,29549,16,1
44,59373,811,10277,17,1
37,63019,510,6780,18,1
52,82619,552,19662,12,1
36,36043,337,36516,11,0
36,65532,342,37161,19,1
59,121290,704,49499,19,1
51,85936,345,36886,7,0
44,39239,753,13800,10,1
21,30416,604,10439,6,1
31,23412,532,9307,0,0
41,101976,544,7364,9,1
24,44406,594,21568,14,1
27,21875,682,43092,3,0
46,139231,457,10483,0,1
32,57066,704,5245,10,1
51,122072,300,13430,4,1
37,25752,516,13183,18,1
53,106753,806,43692,18,1
31,98025,329,35086,3,0
48,21353,819,37726,1,0
52,46986,574,18901,6,1
21,106907,791,8907,12,1
48,124901,335,38044,19,1
27,34691,610,33604,11,0
22,89847,343,42869,1,0
44,68075,454,19537,8,1
24,30794,376,17501,15,1
39,88470,737,42371,7,1
46,36406,731,41821,17,1
31,95930,841,28196,3,1
31,135897,338,11073,10,1
23,46872,538,15561,16,1
32,61708,312,23101,7,0
23,135492,421,36426,18,1
47,126629,443,34341,7,1
22,40800,754,12313,5,1
36,63397,667,35773,1,0
22,143313,546,33003,14,1
50,57909,344,31420,0,0
40,41352,674,10714,5,1
58,121975,590,32139,18,1
48,113848,506,31098,3,1
45,125596,818,47294,12,1
52,35438,541,18582,14,1
30,108921,413,48583,8,1
53,64999,601,18760,2,1
33,38482,575,11255,1,1
57,52471,395,21622,15,1
36,67279,593,40983,17,1
42,129413,659,45309,17,1
40,126748,587,34715,5,1
47,74213,453,41415,17,1
36,133909,722,26792,10,1
54,33026,349,47576,6,0
52,127625,506,27724,13,1
46,105184,512,8652,17,1
45,25435,365,31297,6,0
22,28493,531,37422,9,0
32,92227,619,19028,7,1
29,79321,436,18803,13,1
32,22763,364,11307,17,1
46,40389,813,36325,4,1
29,51498,431,36574,13,0
30,83755,633,24262,9,1
52,121545,331,6535,14,1
54,55825,797,19932,5,1
40,36934,542,20749,8,1
59,25574,491,13727,9,1
22,58179,441,22332,16,1
21,21587,490,34534,0,0
56,62782,448,15834,13,1
44,124224,715,25325,3,1
47,74412,819,14213,1,1
22,80561,315,6403,2,1
51,97224,405,12506,6,1
34,24409,582,34659,13,0
22,147159,403,12591,11,1
49,91319,660,17996,18,1
35,119016,334,42828,17,1
32,46751,412,39370,14,0
57,58174,607,18472,0,1
48,142678,352,34098,2,1
40,76572,380,7196,14,1
59,81416,668,16091,3,1
44,32041,541,20040,14,1
41,43227,330,11023,9,1
30,55201,660,25543,5,1
34,56069,532,33377,12,1
57,102190,333,41635,6,0
38,46370,542,47337,0,0
44,115018,358,45409,10,1
34,145342,828,10004,13,1
54,147173,377,14963,5,1
32,31586,601,18796,4,1
42,70231,411,45972,18,1
26,145758,712,12077,18,1
56,25322,616,34848,12,0
56,85294,444,17526,6,1
42,99468,317,8261,7,1
